KEY,English,French,German,Spanish,Japanese,Chinese,Italian,Russian,Portuguese,Deutsch
1,"1", "1", "1", "1", "1", "1", "1", "1", "1", "1"
2,"2", "2", "2", "2", "2", "2", "2", "2", "2", "2"
3,"3", "3", "3", "3", "3", "3", "3", "3", "3", "3"
4,"4", "4", "4", "4", "4", "4", "4", "4", "4", "4"
5,"5", "5", "5", "5", "5", "5", "5", "5", "5", "5"
6,"6", "6", "6", "6", "6", "6", "6", "6", "6", "6"
7,"7", "7", "7", "7", "7", "7", "7", "7", "7", "7"
8,"8", "8", "8", "8", "8", "8", "8", "8", "8", "8"
9,"9", "9", "9", "9", "9", "9", "9", "9", "9", "9"
10,"10","10","10","10","10","10","10","10","10","10"
11,"11","11","11","11","11","11","11","11","11","11"
12,"12","12","12","12","12","12","12","12","12","12"
13,"13","13","13","13","13","13","13","13","13","13"
14,"14","14","14","14","14","14","14","14","14","14"
15,"15","15","15","15","15","15","15","15","15","15"
16,"16","16","16","16","16","16","16","16","16","16"
17,"17","17","17","17","17","17","17","17","17","17"
18,"18","18","18","18","18","18","18","18","18","18"
19,"19","19","19","19","19","19","19","19","19","19"
20,"20","20","20","20","20","20","20","20","20","20"

//UIPhase2

HowDoYouWantToPlay,"How do you want to play?","Comment voulez-vous jouer ?","Wie mochtest du spielen?","¿Cómo quieres jugar?","どうやって遊ぶ？","想如何进行本游戏?","Come vuoi giocare?","Как вы хотите играть?","Como você quer jogar?","Hoe wil je spelen?"
or,"or","ou","oder","o","又は","或","oppure","или","ou","of"
instructions,"TO UNLOCK, PLACE YOUR MATCHING\nTOY ON THE SCREEN.","POUR DEBLOQUER, PLACE LE JOUET\nCORRESPONDANT A L'ECRAN.","Zur Freigabe lege dein passendes\nSpiel-Tool auf den Bildschirm","Para desbloquear, coloca tu juguecuenta \ncorrespondiente en la pantalla","下のおもちゃと同じものを\n画面の上においてね","若欲解除锁定，请将相对应的\nTiggly教具置于屏幕上","Per sbloccare, posiziona il \nContagioco adatto sullo schermo","Поставьте подходящую игрушку\n на экран чтобы открыть","Para desbloquear, coloque teu \nbrinquedo correspondente na tela","PLAATS DE JUISTE TEL-HULP OP\n HET SCHERM OM DOOR TE GAAN"
fun,"A fun world of learning awaits!","Un fabuleux monde de connaissance t'attend !","Lernen Mit Viel Freude!","¡Te espera un mundo divertidísimo para aprender jugando!","遊びながら勉強できる楽しい世界が待っているよ！","新奇好玩的学习历险正等着您！","Un mondo di apprendimento divertente ti aspetta!","Вас ждет веселый мир обучения","Um mundo divertido de aprendizajem te aguarda!","Er wacht een leuke wereld waarin je veel kunt op je!"
congrats,"Congratulations!","Félicitations !","Gluckwunsch!","¡Felicidades!","おめでとう！","恭喜！","Congratulazioni!","Поздравляем!","Parabéns!","Gefeliciteerd!"
AreYouGoing,"ARE YOU GOING TO PLAY WITH TIGGLY COUNTS?","ALLEZ-VOUS JOUER AVEC TIGGLY COUNTS ?","HAST DU VOR MIT TIGGLY COUNTS ZU SPIELEN?","¿VAS A JUGAR CON TIGGLY COUNTS?","Tiggly Counts で遊ぶ？","想进行Tiggly数数儿游戏(Tiggly Counts)?","Vuoi giocare con i Contagiochi Tiggly?","Вы будете играть со Счётом Тигли?","Você vai brincar com Tiggly Counts?","GA JE MET TIGGLY COUNTS SPELEN?"
Yes,"YES","OUI","JA","SI","はい","是的","Sì","Да","Sim","Ja"
ActuallyIDontHave,"ACTUALLY,\nI DON'T HAVE","EN FAIT,\nJE N'AI PAS","EIGENTLICH,\nHABEICH GAR KEINE","LA VERDAD ES QUE NO TENGO","Tiggly Counts を持っていないんだ","其实我没有Tiggly数数儿游戏(Tiggly Counts)","Non possiedo i Contagiochi Tiggly","Вообще-то у меня нет Счёта Тигли","Na verdade eu não tenho Tiggly Counts.","Ik heb geen \nTiggly Counts"
PlaceYour,"PLACE YOUR MATCHING TOY ON THE SCREEN","PLACE LE JOUET CORRESPONDANT SUR L'ECRAN","Lege dein PASSENDES SPIEL-TOOL auf den Bildschirm","Coloca tu JUGUECUENTA CORRESPONDIENTE en la pantalla","画面上にマッチング トイを置いてみて","请将相对应的Tiggly教具置于屏幕上","Posiziona il Contagioco adatto sullo schermo","Поставьте вашу Подходящую Игрушку на экран","Coloque teu BRINQUEDO CORRESPONDENTE na tela","Plaats de JUISTE TEL-HULP op het scherm"
YoureGoingToLove,"YOU'RE GOING TO LOVE PLAYING WITH TIGGLY COUNTS!","TU VAS ADORER JOUER AVEC TIGGLY COUNTS !","Dir wirst begeistert sein mit Tiggly Counts zu spielen!","¡Te encantará jugar con Tiggly Counts!","Tiggly Countsで遊ぶのが大好きになるはず！","您一定会爱上Tiggly数数儿游戏(Tiggly Counts)","Ti piacerà tantissimo giocare con i Contagiochi Tiggly","Вы полюбите играть со Счётом Тигли","Você vai adorar jogar Tiggly Counts!","JE GAAT VOLOP GENIETEN VAN SPELEN MET TIGGLY COUNTS!"
SignUp,"SIGN UP","S'INSCRIRE","REGISTRIERUNG","INSCRIBETE","登録","会员注册","ISCRIVITI","ПОДПИШИТЕСЬ","CADASTRE-SE","MELD U AAN"
SoWeCanTellYou,"so we can tell you when new free apps\nare released to help your children learn","nous pourrons vous informer des nouvelles applis\ngratuites pour aider votre enfant à apprendre","damit wir dich informieren können wenn neue Gratis-Apps \nauf den Markt kommen die den Kindern beim lernen helfen","así te podremos decir cuándo lanzamos nuevas \naplicaciones que ayudan a tu hijo a aprender","お子様の学習を助ける新しい無料アプリがリリースされた時にお伝えします。","本公司将于最新免费应用程序(apps)发行时，即时通知您，以便帮助您的孩子学习得更好。","così potremo notificarti quando usciranno nuove applicazioni gratis per aiutare il tuo bambino ad imparare","Что бы мы могли вам сообщать о новых приложениях которые помогут вашему ребенку учиться","para que possamos informá-lo quando liberamos novos apps gratuitos para ajudar tua criança aprender","zodat we u op de hoogte kunnen houden als er \nnieuwe gratis apps zijn om uw kind te helpen leren"
WeWontSpam,"Note, we won't spam you or sell your email to 3rd parties.","Veuillez noter que nous n'enverrons pas de spam ni ne vendrons votre adresse à des tiers.","Hinweis: Wir verschicken weder Spam Mails noch verkaufen wir Email Adressen an Dritte.","Atención: no mandaremos correo basura ni venderemos tu información a terceros.","第三者にお客様のメールアドレスを売却することはありません。","请留意，本公司将不会寄发垃圾邮件或将您的电子邮箱转卖予第三方","Nota, non riceverà spam e la sua email non verrà rilasciata a terzi.","Обратите внимание, мы не будем присылать спам или продавать вашу почту третьим лицам","Note, não enviamos spam nem vendemos o teu e-mail para terceiros.","Let op, we zullen u geen spam sturen of uw email adres verkopen aan derden."
Submit,"Submit","Envoi","Versand","Enviar","送信","提交","Invia","Отправить","Enviar","Versturen"
IAgree,"I agree to Tiggly's Terms of Use and [9af13b]Privacy Policy[-]","J'accepte les conditions d'utilisation et la [9af13b]politique de confidentialité[-] de Tiggly","Ich stimme Tiggly's Datenschutz und [9af13b]Nutzungsbedingungen[-] zu","Estoy de acuerdo con las Condiciones y la [9af13b]Política de Privacidad[-]"," Tiggly 利用条件、プライバシー ポリシーに同意します。","本人同意Tiggly之使用条款及隐私权政策","Accetto i termini di utilizzo e la Privacy Policy di Tiggly","Я согласна с условиями пользования и правилами конфиденциальности Тигли","Eu concordo com os Termos de Uso e a Política de Privacidade da Tiggly","Ik ga akkoord met de Voorwaarden van Gebruik en het Privacybeleid van Tiggly"
AsFeaturedIn,"As featured in","Vu dans","Sonderbeitrag in","Tal como aparece en","...で紹介されています。","媒体相关报导","Visto su"," Как показано в","Tal como no","Zoals te zien in"
WeUseYourEmail,"We use your email to connect you to your child's learning journey","Nous utilisons votre adresse pour vous connecter à l'apprentissage de votre enfant","Per Email informieren wir dich über den Lernprozess deines Kindes","Utilizamos tu dirección de correo electrónico para conectarte con el proceso de aprendizaje de tu hijo.","お客様のメールアドレスはお客様がお子様の学習状況を把握するのに使用することができます。","利用您的电子邮箱取得最新免费应用程序(apps)与其他优惠","Utilizzeremo la tua email per mantenerti connesso al viaggio di apprendimento del tuo bambino","Мы используем ваш электронный адрес чтобы соединить вас к обучающему путешествию вашего малыша","Utilizamos teu e-mail para conectá-lo à jornada de aprendizagem da tua criança.","Via uw email adres houden wij u van de leerervaring van uw kind op de hoogte."
WeUseYourEmail_Size,94,94,94,80,80,94,94,70,80,94
YourEmailWillNever,"Your email will NEVER be shared with third parties.","Votre adresse e-mail ne sera JAMAIS divulguée à des tiers.","Deine Email Adresse wird nicht an Drittpersonen weitergegeben.","Tu dirección de correo electrónico NUNCA se compartirá con terceras partes.","お客様のメールアドレスを第三者と共有することは決してありません。","您的电子邮箱地址绝不会分享予第三方。","La tua emai lnon verrà mai rilasciata a terzi.","Ваш электронный адрес никогда не перейдет от нас к третьим лицам","Teu email nunca será compartilhado com terceiros.","Uw email adres zal nooit worden gedeeld met derden."
SignUpSmall,"Sign up","S'inscrire","Registrierung","Inscribete","登録","会员注册","Registrati","Подписаться","Cadastre-se","Meld u aan"
LoginSmall,"Log in","Connexion","Anmeldung","Iniciar","ログイン","会员登入","Login","Войти","Log in","Log in"
InTheUS,"Shopping in the US?","Achat aux Etats-Unis?","Einkaufen in den USA?","¿Comprar en los Estados Unidos?","アメリカ国内で購入されますか？","于美国购买?","Shopping negli Stati Uniti?","Покупаете в США?","Fazendo compras nos EUA?","Kopen in de VS?"
OutsideTheUS,"Shopping outside the US?","Achat en dehors des Etats-Unis?","Einkaufen außerhalb der USA?","¿Comprar fuera de los Estados Unidos?","アメリカ国外で購入されますか？","于美国以外之地区购买?","Shopping fuori dagli Stati Uniti?","Покупаете за пределами США?","Fazendo compras fora dos EUA?","Kopen buiten de VS?"
IllCheckLater,"I'll check my email later","J'acheterai plus tard","Ich prüfe meine Email später","Comprobaré más adelante","メールをチェックしてから購入する","本人将查收电子邮箱并稍后购买","Controlleró la mia email piú tardi","Я проверю свою почту и куплю потом","Vou checar meu e-mail mais tarde","Ik zal mijn email bekijken en koop het later"
CheckYourEmail,"Check your email for a full list of where you can buy Tiggly Counts","Consultez vos emails pour une liste complète des points de vente Tiggly Counts","Eine Gesamtliste mit allen Tiggly Counts Händlern wurde dir per Email zugeschickt","Comprueba tu correo para ver una lista completa de dónde puedes comprar Tiggly Counts","Tiggly Counts が購入可能場所が記載されたメールをチェックする","请查收您的电子邮箱，取得相关详细资料，以便购买Tiggly数数儿游戏(Tiggly Counts)","Controlla la tua email per una lista dettagliata di posti in cui puoi comprare i Contagiochi Tiggly","Проверьте свой электронный адрес на наличие полного списка мест где вы можете приобрести Счёт Тигли","Verifique teu e-mail por uma lista completa onde você pode comprar Tiggly Counts.","Zie uw email voor een volledige lijst met verkoopadressen voor Tiggly Counts"
PerfectForAges,"Perfect for ages","Parfait pour les âges","Perfekt für Altersstufen","",""," 适用年龄：","Perfetto per anni:"," Идеально для детей возраста от","Perfeito para as idades:","Perfect voor de leeftijden:"
ParentsEmail,"Parent's email","Email des parents","Email der Eltern","Email de los padres","保護者方ののメールアドレス","家长电子邮箱地址","email del genitore","электронный адрес родителя","email do pais da mãe","Email adres van de ouders"
YearOfBirth,"Year of birth","Année de naissance","Geburtsjahr","Año de nacimiento","生まれた年","出生年份","Anno di nascita","год рождения","Ano de nascimento","Geboortejaar"
ComingSoon,"Coming soon","A venir","Kommt bald","","","","","",""
NoThanks,"No thanks. I'm not interested in awesome free apps","Non merci. Je ne suis pas intéressé par de super applis gratuites","Nein danke. Ich interessiere mich nicht für tolle Gratis-Apps","No gracias, quizás en otro momento me interesen unas aplicaciones fantásticas gratis.","必要ありません。","不用，谢谢。我没有兴趣了解更棒的免费应用程序(apps)","no, grazie. Non sono interessato a fantastiche applicazioni gratis.","Нет спасибо. Я не заинтересован(а) в получении великолепных бесплатных приложений","Não obrigado(a). Não estou interessado(a) em impressionantes apps gratuitos.","Nee, dank u. Ik ben niet geïnteresseerd in te gekke gratis apps."
Password,"Parent's password","Mot de passe","Password","Password","パスワード"," 家长密码"," Password genitori","Пароль родителей","Senha dos pais","Wachtwoord van de ouder"
GetTheTigglyToys,"get the tiggly toys","obtenir les jouets tiggly","get the tiggly toys","",""," 取得Tiggly教具"," Acquista i giochi Tiggly"," Получи игрушки тигли","Obter os brinquedos Tiggly","Zo krijg je de Tel-hulpen"
StoryVoiceOver,"Story Voice Over","Narration","Story Voice Over","Historia","ストーリー ボイスオーバー","故事旁白","Storia fuori campo","закадровое озвучивание истории","Narração","Verteller"
ChooseANumber,"Choose a number","Choisis un nombre","Choose a number","Elegir un número","番号を選択します","请选择一个数字","Scegli un numero"," Выбери номер","Escolha um  número","Kies een nummer"
LearnMore,"More info","Plus d'infos","Mehr Info","Más info","もっと見る","更多详情","Altre info","узнать больше","Mais info","Meer info"
ToUnlock,"To unlock, place your matching\ntoy on the screen.","Pour débloquer, faites correspondre \n vos jouets sur l'écran","Zur Freigabe lege dein passendes \n Spiel-Tool auf den Bildschirm","Para desbloquear, coloca tu juguecuenta \n correspondiente en la pantalla","下のおもちゃと同じもの\nを画面の上においてね","若欲解除锁定，请将相对应的\nTiggly教具置于屏幕上","Per sbloccare, posiziona il Contagioco \n adatto sullo schermo","Поставьте подходящую игрушку \n на экран чтобы открыть","Para desbloquear, coloque teu brinquedo \n correspondente na tela","Plaats de juiste Tel-hulp op\n het scherm om door te gaan"
ParentAccess2,"PARENT ACCESS","ACCES PARENTS","PARENT ACCESS","ACCESO PADRES","パパママ確認","家长专区","Accesso genitori","Родительский Доступ","Controle parental","Toegang voor ouders"
Roman_Localizable_GOs,"Roman","Roman","Roman","Roman","NonRoman","NonRoman","Roman","NonRoman","Roman","Roman"
enter,"enter","entrer","eingeben","entrar","入力","输入","entra","войти","enter","enter"
enterCap,"ENTER","ENTRER","EINGEBEN","ENTRAR","入力","输入","ENTRA","войти","ENTER","ENTER"
restart,"Restart","Recommencer","Neustart","Volver a empezar","再スタート","重新开始","Ricomincia","Перегрузить","Reiniciar","Herstart"
takeMe,"NO THANKS, TAKE ME TO THE GAME","EMMENEZ-MOI AU JEU","LEITE MICH ZUM SPIEL WEITER","LLÉVAME AL JUEGO","ゲームに戻る","前往游戏","PORTAMI AL GIOCO","Я хочу играть","LEVE-ME PARA O JOGO","NAAR HET SPEL"
discoverTheMagic,"DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS","DISCOVER THE MAGIC\nOF TIGGLY COUNTS"
Improves,"[52BA00]Improves early math skills, some by up to[-] [07BADC]71%[-] [52BA00]in 2 weeks[-]","[52BA00]Improves early math skills, some by up to[-] [07BADC]71%[-] [52BA00]in 2 weeks[-]","","","","","","","",""
AgreeConditions,"You have to agree the conditions","Vous devez accepter les conditions","","","","","","","",""
Hooray,"Hooray, you did it! =)","Hourra, vous avez réussi ! =)","","","","","","","",""
DidntWork,"That didn't work :I","Ca n'a pas marché :I","","","","","","","",""
EnterEmail,"Please enter a proper email address","Veuillez entrer une adresse email","","","","","","","",""
BuyFrom,"Buy from","Acheter sur","","","","","","","",""


